longName,Soma de previousClose
Vale S.A.,60.599998474121094
Aura Minerals Inc.,36.08000183105469
Bradespar S.A.,20.40999984741211
CSN Mineração S.A.,5.309999942779541
Companhia Brasileira de Alumínio,4.150000095367432
