country,name,full_name,isin,currency,symbol
brazil,Lockheed Martin Corp BDR,Lockheed Martin Corp BDR,BRLMTBBDR009,BRL,LMTB34
brazil,3M Co BDR,3M Co BDR,BRMMMCBDR000,BRL,MMMC34
brazil,Merck Co Inc BDR,Merck & Co Inc BDR,BRMRCKBDR003,BRL,MRCK34
brazil,MasterCard Inc BDR,MasterCard Inc BDR,BRMSCDBDR006,BRL,MSCD34
brazil,Microsoft Corp BDR,Microsoft Corp BDR,BRMSFTBDR005,BRL,MSFT34
brazil,Nike Inc BDR,Nike Inc BDR,BRNIKEBDR006,BRL,NIKE34
brazil,Oracle Corp BDR,Oracle Corp BDR,BRORCLBDR007,BRL,ORCL34
brazil,Pfizer Inc BDR,Pfizer Inc BDR,BRPFIZBDR006,BRL,PFIZ34
brazil,Procter Gamble Co BDR,Procter & Gamble Co BDR,BRPGCOBDR001,BRL,PGCO34
brazil,Starbucks Corp BDR,Starbucks Corp BDR,BRSBUBBDR005,BRL,SBUB34
brazil,Verizon Communications BDR,Verizon Communications Inc BDR,BRVERZBDR008,BRL,VERZ34
brazil,Visa Inc BDR,Visa Inc BDR,BRVISABDR000,BRL,VISA34
brazil,Wal Mart Stores Inc BDR,Wal Mart Stores Inc BDR,BRWALMBDR005,BRL,WALM34
brazil,Wells Fargo Co BDR,Wells Fargo & Co BDR,BRWFCOBDR009,BRL,WFCO34
brazil,FPC Par Corretora De Seguros,FPC Par Corretora De Seguros S/A,BRWIZSACNOR1,BRL,WIZS3
brazil,Boeing Co BDR,Boeing Co BDR,BRBOEIBDR003,BRL,BOEI34
brazil,Chevron Corp BDR,Chevron Corp BDR,BRCHVXBDR008,BRL,CHVX34
brazil,ConocoPhillips DRC,ConocoPhillips DRC,BRCOPHBDR009,BRL,COPH34
brazil,Citigroup Inc BDR,Citigroup Inc BDR,BRCTGPBDR000,BRL,CTGP34
brazil,Facebook Inc BDR,Facebook Inc BDR,BRFBOKBDR006,BRL,FBOK34
brazil,International Business Machines BDR,International Business Machines BDR,BRIBMBBDR003,BRL,IBMB34
brazil,Eli Lilly and Co BDR,Eli Lilly and Co BDR,BRLILYBDR006,BRL,LILY34
brazil,McDonalds Corp BDR,McDonalds Corp BDR,BRMCDCBDR000,BRL,MCDC34
brazil,Fundo Investimento Imobil Merito,Fundo Investimento Imobil Merito,BRMFIICTF008,BRL,MFII11
brazil,Morgan Stanley Bank AG,Morgan Stanley Bank AG,BRMSBRBDR008,BRL,MSBR34
brazil,Netflix Inc DRC,Netflix Inc DRC,BRNFLXBDR000,BRL,NFLX34
brazil,PepsiCo Inc BDR,PepsiCo Inc BDR,BRPEPBBDR005,BRL,PEPB34
brazil,Schlumberger AG,Schlumberger AG,BRSLBGBDR003,BRL,SLBG34
brazil,United Parcel Service Inc,United Parcel Service Inc,BRUPSSBDR009,BRL,UPSS34
brazil,U.S. Bancorp DRC,U.S. Bancorp DRC,BRUSBCBDR003,BRL,USBC34
brazil,Guararapes Confeccoes ON,Guararapes Confeccoes SA,BRGUARACNOR4,BRL,GUAR3
brazil,Accenture PLC BDR,Accenture PLC,BRACNBBDR006,BRL,ACNB34
brazil,Bank of New York Mellon Corp BDR,Bank of New York Mellon Corp,BRBONYBDR001,BRL,BONY34
brazil,Danaher Corp BDR,Danaher Corp,BRDHERBDR004,BRL,DHER34
brazil,Gradiente Electronica SA,Gradiente Electronica SA,BRIGBRACNOR7,BRL,IGBR3
brazil,Kimberly Clark Corp BDR,Kimberly Clark Corp,BRKMBBBDR009,BRL,KMBB34
brazil,Metlife Inc BDR,Metlife Inc,BRMETBBDR004,BRL,METB34
brazil,Telecomunicacoes Brasileira SA Pref,Telecomunicacoes Brasileiras SA Telebras Pref,BRTELBACNPR9,BRL,TELB4
brazil,Target Corp BDR,Target Corp,BRTGTBBDR004,BRL,TGTB34
brazil,Whirlpool SA,Whirlpool SA,BRWHRLACNOR5,BRL,WHRL3
brazil,Avon Products Inc BDR,Avon Products Inc BDR,BRAVONBDR009,BRL,AVON34
brazil,Bristol Myers Squibb Company BDR,Bristol-Myers Squibb Company BDR,BRBMYBBDR000,BRL,BMYB34
brazil,Colgate Palmolive Co BDR,Colgate-Palmolive Co BDR,BRCOLGBDR000,BRL,COLG34
brazil,Coty Inc BDR,Coty Inc BDR,BRCOTYBDR006,BRL,COTY34
brazil,eBay Inc BDR,eBay Inc BDR,BREBAYBDR009,BRL,EBAY34
brazil,Freeport Mcmoran Copper Gold Inc,Freeport Mcmoran Copper Gold Inc BD,BRFCXOBDR007,BRL,FCXO34
brazil,FedEx Corp BDR,FedEx Corp BDR,BRFDXBBDR002,BRL,FDXB34
brazil,General Dynamics Corp BDR,General Dynamics Corp BDR,BRGDBRBDR002,BRL,GDBR34
brazil,The Hershey Company BDR,The Hershey Company BDR,BRHSHYBDR001,BRL,HSHY34
brazil,Mondelez International Inc BDR,Mondelez International Inc BDR,BRMDLZBDR002,BRL,MDLZ34
brazil,The Mosaic Company BDR,The Mosaic Company BDR,BRMOSCBDR003,BRL,MOSC34
brazil,Qualcomm Inc BDR,Qualcomm Inc BDR,BRQCOMBDR007,BRL,QCOM34
brazil,Texas Instruments Inc BDR,Texas Instruments Inc BDR,BRTEXABDR003,BRL,TEXA34
brazil,Tiffany Co BDR,Tiffany Co BDR,BRTIFFBDR000,BRL,TIFF34
brazil,United Technologies Corp BDR,United Technologies Corp BDR,BRUTECBDR005,BRL,UTEC34
brazil,The Western Union Company BDR,The Western Union Company BDR,BRWUNIBDR007,BRL,WUNI34
brazil,Xerox Corp BDR,Xerox Corp BDR,BRXRXBBDR005,BRL,XRXB34
brazil,Schulz SA,Schulz SA,BRSHULACNPR4,BRL,SHUL4
brazil,Atom Participacoes,Atom Participacoes SA em Recuperacao Judicial,BRATOMACNOR1,BRL,ATOM3
brazil,Kraft Heinz DRC,Kraft Heinz Co DRC,BRKHCBBDR007,BRL,KHCB34
brazil,AES TIETE E UNT N2,AES Tiete Energia SA,BRTIETCDAM15,BRL,TIET11
brazil,Companhia de Saneamento,Companhia de Saneamento do Parana Sanepar,BRSAPRACNPR6,BRL,SAPR4
brazil,Financeira Alfa,Financeira Alfa SA CFI,BRCRIVACNPR1,BRL,CRIV4
brazil,Refinaria de Petroleos,Refinaria de Petroleos de Manguinhos SA,BRRPMGACNOR9,BRL,RPMG3
brazil,BANRISUL ON N1,Banco do Estado do Rio Grande do Sul SA,BRBRSRACNOR3,BRL,BRSR3
brazil,FII Domo,FII Domo,BRDOMCCTF004,BRL,DOMC11
brazil,Energisa,Energisa SA,BRENGICDAM16,BRL,ENGI11
brazil,Sansuy,Sansuy SA Industria de Plasticos,BRSNSYACNPA5,BRL,SNSY5
brazil,Ogx Petroleo e Gas,Ogx Petroleo e Gas SA em Recuperacao Judicial,BRDMMOACNOR0,BRL,DMMO3
brazil,BancoC Brasil,Banco ABC Brasil SA Pref,BRABCBR15PR9,BRL,ABCB10
brazil,GAEC Educacao,GAEC Educacao SA,BRANIMTNO008,BRL,ANIM3T
brazil,Azevedo & Travassos Pref,Azevedo & Travassos SA Pref,BRAZEVACNPR7,BRL,AZEV4
brazil,Bahema,Bahema SA,BRBAHIACNOR1,BRL,BAHI3
brazil,Baumer Pref,Baumer SA Pref,BRBALMACNPR2,BRL,BALM4
brazil,Excelsior Alimentos Pref,Excelsior Alimentos SA pref,BRBAUHACNPR3,BRL,BAUH4
brazil,Bardella Pref,Bardella SA Industrias Mecanicas Pref,BRBDLLACNPR8,BRL,BDLL4
brazil,Banestes,Banestes SA Banco do Estado do Espirito Santo,BRBEESACNOR9,BRL,BEES3
brazil,Banestes Pref,Banestes SA Banco do Estado do Espirito Santo Pref,BRBEESACNPR6,BRL,BEES4
brazil,Banese Pref,Banco do Estado de Sergipe SA Pref,BRBGIPACNPR8,BRL,BGIP4
brazil,Mercantil do Brasil,Banco Mercantil do Brasil SA,BRBMEBACNOR8,BRL,BMEB3
brazil,Mercantil do Brasil Pref,Banco Mercantil do Brasil SA Pref,BRBMEBACNPR5,BRL,BMEB4
brazil,Mercantil de Investimentos,Banco Mercantil de Investimentos SA,BRBMINACNOR4,BRL,BMIN3
brazil,Mercantil de Investimentos Pref,Banco Mercantil de Investimentos SA Pref,BRBMINACNPR1,BRL,BMIN4
brazil,Bicicletas Monark,Bicicletas Monark SA,BRBMKSACNOR9,BRL,BMKS3
brazil,BNB,Banco do Nordeste do Brasil SA,BRBNBRACNOR8,BRL,BNBR3
brazil,Bombril,Bombril SA,BRBOBRACNPR3,BRL,BOBR4
brazil,Banco Alfa,Banco Alfa de Investimento SA,BRBRIVACNOR6,BRL,BRIV3
brazil,Banco Alfa Pref,Banco Alfa de Investimento SA Pref,BRBRIVACNPR3,BRL,BRIV4
brazil,BRB Pref,BRB Banco de Brasilia SA Pref,BRBSLIACNPR2,BRL,BSLI4
brazil,Battistella Administracao,Battistella Administracao e Participacoes SA,BRBTTLACNOR0,BRL,BTTL3
brazil,Ampla,Ampla Energia e Servicos SA,BRCBEEACNOR3,BRL,CBEE3
brazil,Coelba,Companhia de Eletricidade do Estado da Bahia Coelba,BRCEEBACNOR3,BRL,CEEB3
brazil,Coelba Pref,Companhia de Eletricidade do Estado da Bahia Coelba Pref,BRCEEBACNPA6,BRL,CEEB5
brazil,CELPA,Centrais Eletricas do Para SA CELPA,BRCELPACNOR8,BRL,CELP3
brazil,CELPA Pref,Centrais Eletricas do Para SA CELPA Pref,BRCELPACNPA1,BRL,CELP5
brazil,Celpe Pref,Companhia Energetica de Pernambuco Celpe Pref,BRCEPEACNPA6,BRL,CEPE5
brazil,Comgas,Companhia de Gas de Sao Paulo Comgas,BRCGASACNOR0,BRL,CGAS3
brazil,CPFL Renovaveis,CPFL Energias Renovaveis SA,BRCPRETNO007,BRL,CPRE3T
brazil,Financeira Alfa ORD,Financeira Alfa SA CFI ORD,BRCRIVACNOR4,BRL,CRIV3
brazil,Cristal Pigmentos do Brasil Pref A,Cristal Pigmentos do Brasil SA Pref A,BRCRPGACNPA3,BRL,CRPG5
brazil,Cristal Pigmentos do Brasil Pref B,Cristal Pigmentos do Brasil SA Pref B,BRCRPGACNPB1,BRL,CRPG6
brazil,Cosern,Companhia Energetica do Rio Grande do Norte Cosern,BRCSRNACNOR0,BRL,CSRN3
brazil,Karsten Pref,Karsten SA Pref,BRCTKAACNPR7,BRL,CTKA4
brazil,COTEMINAS,Companhia de Tecidos Norte de Minas COTEMINAS,BRCTNMACNOR9,BRL,CTNM3
brazil,Santanense,Companhia Tecidos Santanense,BRCTSAACNOR3,BRL,CTSA3
brazil,Santanense Pref,Companhia Tecidos Santanense Pref,BRCTSAACNPR0,BRL,CTSA4
brazil,CVC Viagens,CVC Brasil Operadora e Agencia de Viagens SA,BRCVCBTNO003,BRL,CVCB3T
brazil,Dohler Pref,Dohler SA Pref,BRDOHLACNPR9,BRL,DOHL4
brazil,Dtcom,Dtcom Direct to Company SA,BRDTCYACNOR5,BRL,DTCY3
brazil,Electro Aco Altona Pref,Electro Aco Altona SA,BREALTACNPR1,BRL,EALT4
brazil,Elektro Pref,Elektro Eletricidade e Servicos SA,BREKTRACNPR7,BRL,EKTR4
brazil,Elekeiroz,Elekeiroz SA,BRELEKACNOR5,BRL,ELEK3
brazil,EMAE Pref,EMAE Empresa Metropolitana de Aguas e Energia SA,BREMAEACNPR1,BRL,EMAE4
brazil,Energisa ORD,Energisa SA ORD,BRENGIACNOR0,BRL,ENGI3
brazil,Energisa MT,Energisa Mato Grosso Distribuidora de Energia SA,BRENMTACNOR5,BRL,ENMT3
brazil,Brinquedos Estrela,Manufatura de Brinquedos Estrela SA,BRESTRACNPR0,BRL,ESTR4
brazil,Ferbasa,Companhia de Ferro Ligas da Bahia Ferbasa,BRFESAACNOR8,BRL,FESA3
brazil,Fundo de Investimento da Amazonia,Fundo de Investimento da Amazonia,BRFNAMCTF013,BRL,FNAM11
brazil,Fdo Inv Setorial FL E Ref Fiset FL Ref,Fdo Inv Setorial FL E Ref Fiset FL Ref,BRFSRFCTF010,BRL,FSRF11
brazil,GPC Participacoes,GPC Participacoes SA em Recuperacao Judicial,BRGPCPACNOR4,BRL,GPCP3
brazil,Haga Pref,Haga SA Industria e Comercio Pref,BRHAGAACNPR4,BRL,HAGA4
brazil,Habitasul Pref,Companhia Habitasul de Participacoes,BRHBTSACNPA3,BRL,HBTS5
brazil,Hercules Pref,Hercules SA Fabrica De Talheres,BRHETAACNPR9,BRL,HETA4
brazil,Hoteis Othon,Hoteis Othon SA,BRHOOTACNPR9,BRL,HOOT4
brazil,BI&P,Banco Indusval SA,BRIDVLACNOR5,BRL,IDVL3
brazil,Industrias JBDuarte,Industrias JB Duarte SA,BRJBDUACNOR6,BRL,JBDU3
brazil,Industrias JBDuarte Pref,Industrias JB Duarte SA Pref,BRJBDUACNPR3,BRL,JBDU4
brazil,Josapar Joaquim Oliveira,Josapar Joaquim Oliveira SA Participacoes,BRJOPAACNOR5,BRL,JOPA3
brazil,Josapar Joaquim Oliveira Pref,Josapar Joaquim Oliveira SA Participacoes Pref,BRJOPAACNPR2,BRL,JOPA4
brazil,KLABIN S/A ON N2,Klabin SA,BRKLBNACNOR2,BRL,KLBN3
brazil,Mendes Junior Engenharia,Mendes Junior Engenharia SA,BRMENDACNPA2,BRL,MEND5
brazil,Mundial,Mundial SA Produtos de Consumo,BRMNDLACNOR4,BRL,MNDL3
brazil,Minupar Participacoes,Minupar Participacoes SA,BRMNPRACNOR5,BRL,MNPR3
brazil,METISA Pref,METISA Metalurgica Timboense SA Pref,BRMTSAACNPR9,BRL,MTSA4
brazil,Wetzel Pref,Wetzel SA Pref,BRMWETACNPR3,BRL,MWET4
brazil,Ogx Petroleo e Gas,Ogx Petroleo e Gas SA em Recuperacao Judicial,BRDMMOTNO002,BRL,DMMO3T
brazil,Alianca da Bahia Pref,Companhia de Participacoes Alianca da Bahia,BRPEABACNPR0,BRL,PEAB4
brazil,Dimed,Dimed SA Distribuidora De Medicamentos,BRPNVLACNOR9,BRL,PNVL3
brazil,Dimed Pref,Dimed SA Distribuidora De Medicamentos Pref,BRPNVLACNPR6,BRL,PNVL4
brazil,Celulose Irani,Celulose Irani SA,BRRANIACNOR5,BRL,RANI3
brazil,Celulose Irani Pref,Celulose Irani SA Pref,BRRANIACNPR2,BRL,RANI4
brazil,Recrusul,Recrusul SA,BRRCSLACNOR4,BRL,RCSL3
brazil,Recrusul Pref,Recrusul SA Pref,BRRCSLACNPR1,BRL,RCSL4
brazil,Rede Energia,Rede Energia SA,BRREDEACNOR7,BRL,REDE3
brazil,Alfa Holdings Pref A,Alfa Holdings SA Pref A,BRRPADACNPA4,BRL,RPAD5
brazil,Alfa Holdings Pref B,Alfa Holdings SA Pref B,BRRPADACNPB2,BRL,RPAD6
brazil,Ser Educacional,Ser Educacional SA,BRSEERTNO007,BRL,SEER3T
brazil,WLM Industria e Comercio,WLM Industria e Comercio SA,BRWLMMACNOR6,BRL,WLMM3
brazil,WLM Industria e Comercio,WLM Industria e Comercio SA,BRWLMMACNPR3,BRL,WLMM4
brazil,Saraiva,Saraiva SA Livreiros Editores,BRSLEDACNOR0,BRL,SLED3
brazil,Smiles Fidelidade,Smiles Fidelidade SA,BRSMLSTNO003,BRL,SMLS3T
brazil,Sondotecnica Pref A,Sondotecnica Engenharia de Solos SA Pref A,BRSONDACNPA8,BRL,SOND5
brazil,Sondotecnica Pref B,Sondotecnica Engenharia de Solos SA Pref B,BRSONDACNPB6,BRL,SOND6
brazil,Springer,Springer SA,BRSPRIACNOR2,BRL,SPRI3
brazil,Tecnosolo Pref,Tecnosolo Engenharia SA,BRTCNOACNPR2,BRL,TCNO4
brazil,Telebras,Telecomunicacoes Brasileiras SA Telebras,BRTELBACNOR2,BRL,TELB3
brazil,Tec Toy Pref,Tec Toy SA Pref,BRTOYBACNPR1,BRL,TOYB4
brazil,CTEEP,CTEEP Companhia de Transmissao de Energia Eletrica Paulista,BRTRPLACNOR4,BRL,TRPL3
brazil,Unipar Carbocloro Pref,Unipar Carbocloro SA Pref,BRUNIPACNPA0,BRL,UNIP5
brazil,USIMINAS PNB,Usinas Siderurgicas de Minas Gerais SA Usiminas Pref,BRUSIMACNPB4,BRL,USIM6
brazil,Vulcabras Azaleia,Vulcabras Azaleia SA,BRVULCACNOR2,BRL,VULC3
brazil,Via Varejo,Via Varejo SA,BRVVARACNOR1,BRL,VVAR3
brazil,Whirlpool Pref,Whirlpool SA Pref,BRWHRLACNPR2,BRL,WHRL4
brazil,FII Torre Almirante,Fundo de Investimento Imobiliario FII Torre Almirante,BRALMICTF003,BRL,ALMI11
brazil,FII Ancar IC,Fundo De Investimento Imobiliario Ancar IC,BRANCRCTF001,BRL,ANCR11B
brazil,FII Atrium Shopping Santo Andre,Fundo de Investimento Imobiliario Cshg Atrium Shopping Santo Andre,BRATSACTF000,BRL,ATSA11B
brazil,Progressivo,BB Fundo de Investimento Imobiliario Progressivo,BRBBFICTF006,BRL,BBFI11B
brazil,BB Renda Corporativa,BB Renda Corporativa Fundo de Investimento Imobiliario FII,BRBCFFCTF000,BRL,BCFF11
brazil,BM Brascan Lajes Corp,Fundo de Investimento Imobiliario BM Brascan Lajes Corporativas FII,BRBMLCCTF004,BRL,BMLC11B
brazil,FII Ceo Cyrela Commercial,FI Imobiliario CEO Cyrela Commercial Properties,BRCEOCCTF003,BRL,CEOC11
brazil,FII Cenesp,Fundo de Investimento Imobiliario FII Cenesp,BRCNESCTF001,BRL,CNES11
brazil,MRS Logistica B,MRS Logistica SA Class B,BRMRSAACNPB7,BRL,MRSA6BF
brazil,FII Capitania Securities II,FII Capitania Securities II,BRCPTSCTF004,BRL,CPTS11B
brazil,FII CAIXA CEDAE,FII CAIXA CEDAE,BRCXCECTF004,BRL,CXCE11B
brazil,Multigestao Renda Comercial,Multigestao Renda Comercial Fundo de Investimento Imobiliario FII,BRDRITCTF009,BRL,DRIT11B
brazil,Edificio Ourinvest,Fundo de Investimento Imobiliario Edificio Ourinvest,BREDFOCTF004,BRL,EDFO11B
brazil,FII Edificio Galeria,FI Imobiliario BM Edificio Galeria,BREDGACTF001,BRL,EDGA11
brazil,CEMAR,Companhia Energetica do Maranhao CEMAR,BRENMAACNOR5,BRL,ENMA3B
brazil,FII Anhanguera Educacional,FII Anhanguera Educacional,BRFAEDCTF003,BRL,FAED11
brazil,FII Edificio Almirante Barroso,Fundo de Investimento Imobiliario FII Edificio Almirante Barroso,BRFAMBCTF018,BRL,FAMB11B
brazil,Campus Faria Lima FII,FI Imobiliario Campus Faria Lima,BRFCFLCTF009,BRL,FCFL11
brazil,FII Excellence,Fundo de Investimento Imobiliario Excellence,BRFEXCCTF007,BRL,FEXC11
brazil,RB Capital,RB Capital Holding SA,BRFIIPCTF001,BRL,FIIP11B
brazil,Floripa Shopping FII,Floripa Shopping FII,BRFLRPCTF006,BRL,FLRP11
brazil,VBI FL 4440 FII,Fundo de Investimento Imobiliario VBI FL 4440 FII,BRFVBICTF004,BRL,FVBI11
brazil,FII Hospital da Crianca,Fundo de Investimento Imobiliario FII Hospital da Crianca,BRHCRICTF006,BRL,HCRI11
brazil,FII Hotel Maxinvest,FII Hotel Maxinvest,BRHTMXCTF000,BRL,HTMX11
brazil,FII BM Jardim Sul,FII BM Jardim Sul,BRJRDMCTF002,BRL,JRDM11
brazil,Max Retail FII,Fundo de Investimento Imobiliario Max Retail FII,BRMAXRCTF009,BRL,MAXR11
brazil,FII Nossa Senhora De Lourdes,FII Nossa Senhora De Lourdes,BRNSLUCTF008,BRL,NSLU11
brazil,FII Torre Norte,Fundo de Investimento Imobiliario FII Torre Norte,BRTRNTCTF013,BRL,TRNT11
brazil,Fundo Inves,Fundo Inves Imb Sh,BRWPLZCTF004,BRL,WPLZ11B
brazil,Arconic BDR,Arconic Inc BDR,BRARNCBDR002,BRL,ARNC34
brazil,AbbVie DRC,AbbVie Inc,BRABBVBDR001,BRL,ABBV34
brazil,Best Buy,Best Buy Co Inc,BRBBYYBDR005,BRL,BBYY34
brazil,Banestes Recebiveis FII,Banestes Recebiveis Imobiliarios FII,BRBCRICTF009,BRL,BCRI11
brazil,Biogen DRC,Biogen Inc,BRBIIBBDR001,BRL,BIIB34
brazil,BlackRock DRC,BlackRock Inc DRC,BRBLAKBDR003,BRL,BLAK34
brazil,Chesapeake Energy,Chesapeake Energy Corp,BRCHKEBDR001,BRL,CHKE34
brazil,Costco Wholesale DRC,Costco Wholesale Corp DRC,BRCOWCBDR006,BRL,COWC34
brazil,Cognizant Tech DRC,Cognizant Technology Solutions Corp DRC,BRCTSHBDR002,BRL,CTSH34
brazil,CVS Health DRC,CVS Health Corp,BRCVSHBDR008,BRL,CVSH34
brazil,FII Caixa Rio Bravo,FII Caixa Rio Bravo,BRCXRICTF003,BRL,CXRI11
brazil,Delta Air Lines,Delta Air Lines Inc,BRDEAIBDR008,BRL,DEAI34
brazil,First Solar Inc,First Solar Inc,BRFSLRBDR001,BRL,FSLR34
brazil,Gilead Sciences DRC,Gilead Sciences Inc,BRGILDBDR000,BRL,GILD34
brazil,Alphabet A BDR,Alphabet Inc A BDR,BRGOGLBDR001,BRL,GOGL34
brazil,Alphabet C BDR,Alphabet Inc C BDR,BRGOGLBDR019,BRL,GOGL35
brazil,Gap,Gap Inc,BRGPSIBDR009,BRL,GPSI34
brazil,J C Penney,J C Penney Company Inc,BRJCPCBDR000,BRL,JCPC34
brazil,Macy’s,Macy’s Inc,BRMACYBDR000,BRL,MACY34
brazil,Medtronic DRC,Medtronic PLC DRC,BRMDTCBDR004,BRL,MDTC34
brazil,Transocean,Transocean Inc,BRRIGGBDR000,BRL,RIGG34
brazil,Ross Stores DRC,Ross Stores Inc,BRROSTBDR006,BRL,ROST34
brazil,Sanchez Energy,Sanchez Energy Corp,BRSANCBDR000,BRL,SANC34
brazil,Charles Schwab,Charles Schwab Corp,BRSCHWBDR006,BRL,SCHW34
brazil,Sprint DRC,Sprint Corp DRC,BRSPRNBDR006,BRL,SPRN34
brazil,Salesforce.com DRC,Salesforce com Inc DRC,BRSSFOBDR003,BRL,SSFO34
brazil,Thermo Fisher Scientific,Thermo Fisher Scientific Inc,BRTMOSBDR007,BRL,TMOS34
brazil,Travelers Companies DRC,Travelers Companies Inc DRC,BRTRVCBDR005,BRL,TRVC34
brazil,United States Steel,United States Steel Corp,BRUSSXBDR003,BRL,USSX34
brazil,Valero Energy DRC,Valero Energy Corp DRC,BRVLOEBDR005,BRL,VLOE34
brazil,Wilson Sons,Wilson Sons Ltd,BRWSONBDR009,BRL,WSON33
brazil,Centro de Imagem Diagnosticos,Centro de Imagem Diagnosticos SA,BRAALRACNOR6,BRL,AALR3
brazil,Afluente Transmissao de Energia,Afluente Transmissao de Energia Eletrica SA,BRAFLTACNOR1,BRL,AFLT3
brazil,Banco do Estado de Sergipe,Banco do Estado de Sergipe SA,BRBGIPACNOR1,BRL,BGIP3
brazil,FII Banrisul Novas Fronteiras,FII Banrisul Novas Fronteiras,BRBNFSCTF000,BRL,BNFS11
brazil,FII Castello Branco Office,FII Castello Branco Office,BRCBOPCTF001,BRL,CBOP11
brazil,CEB,Companhia Energetica de Brasilia CEB,BRCEBRACNOR5,BRL,CEBR3
brazil,Cedro Cachoeira,Companhia de Fiacao e Tecidos Cedro Cachoeira,BRCEDOACNOR8,BRL,CEDO3
brazil,FIP Infra-Estr BB Votorantim Ener Sustentavel II A,FIP Infra-Estr BB Votorantim Ener Sustentavel II A,BRESUDCTF004,BRL,ESUD11
brazil,FIP Infra-Estr BB Votorantim Ener Sustentavel III,FIP Infra-Estr BB Votorantim Ener Sustentavel III A,BRESUTCTF000,BRL,ESUT11
brazil,FII Industrial do Brasil,FII Industrial do Brasil,BRFIIBCTF001,BRL,FIIB11
brazil,FII Vida Nova,FII Vida Nova,BRFIVNCTF009,BRL,FIVN11
brazil,FII Memorial Office,FII Memorial Office,BRFMOFCTF010,BRL,FMOF11
brazil,FINOR,FI do Nordeste FINOR,BRFNORCTF013,BRL,FNOR11
brazil,FI Setoriais Fiset Pesca,Fundo de Investimentos Setoriais Fiset Pesca,BRFSPECTF017,BRL,FSPE11
brazil,Fuente Internacional de Servicios para Turistas,Fuente Internacional de Servicios para Turistas Ltd,BRFSTUCTF015,BRL,FSTU11
brazil,Celgpar,Companhia Celg de Participacoes Celgpar,BRGPARACNOR4,BRL,GPAR3
brazil,CSHG GR Louveira FII,CSHG GR Louveira FII,BRGRLVCTF002,BRL,GRLV11
brazil,Cemepe Investimentos,Cemepe Investimentos SA,BRMAPTACNOR8,BRL,MAPT3
brazil,MMX Mineracao e Metalicos,MMX Mineracao e Metalicos SA,BRMMXMTRV000,BRL,MMXM11
brazil,FII Panamby,FII Panamby,BRPABYCTF012,BRL,PABY11
brazil,Panatlantica,Panatlantica SA,BRPATIACNPR3,BRL,PATI4
brazil,Polo FII Recebiveis Imobiliarios I,Polo FII Recebiveis Imobiliarios I,BRPLRICTF000,BRL,PLRI11
brazil,Polo FII Recebiveis Imobiliarios II,Polo FII Recebiveis Imobiliarios II,BRPORDCTF005,BRL,PORD11
brazil,FII RB Capital Desenvolvimento Residencial II,FII RB Capital Desenvolvimento Residencial II,BRRBDSCTF006,BRL,RBDS11
brazil,Alfa Holdings,Alfa Holdings SA,BRRPADACNOR1,BRL,RPAD3
brazil,SCP FII,SCP FII,BRSCPFCTF003,BRL,SCPF11
brazil,Ferrovia Centro Atlantica,Ferrovia Centro Atlantica SA,BRVSPTACNOR1,BRL,VSPT3
brazil,FIP XP Omega I,FIP XP Omega I,BRXPOMCTF004,BRL,XPOM11
brazil,Marcopolo,Marcopolo SA Pref,BRPOMOR02PR0,EUR,POMO10
brazil,AIG BDR,American International Group BDR,BRAIGBBDR007,BRL,AIGB34
brazil,Duke Energy,Duke Energy Corp,BRDUKBBDR008,BRL,DUKB34
brazil,Movida Participacoes,Movida Participacoes SA,BRMOVIACNOR0,BRL,MOVI3
brazil,Instituto Hermes Pardini,Instituto Hermes Pardini SA,BRPARDACNOR1,BRL,PARD3
brazil,Banco BTG,Banco BTG Pactual SA,BRBPACUNT006,BRL,BPAC11
brazil,BTG Pactual Unit,BTG Pactual Participations Ltd Unit,BRPPLAUNT007,BRL,PPLA11
brazil,American Airlines DRC,American Airlines Group Inc DRC,BRAALLBDR003,BRL,AALL34
brazil,General Motors,General Motors Co,BRGMCOBDR008,BRL,GMCO34
brazil,L Brands DRC,L Brands Inc DRC,BRLBRNBDR001,BRL,LBRN34
brazil,Twitter,Twitter Inc,BRTWTRBDR007,BRL,TWTR34
brazil,Union Pacific,Union Pacific Corp,BRUPACBDR001,BRL,UPAC34
brazil,Renova Energia,Renova Energia SA,BRRNEWACNOR8,BRL,RNEW3
brazil,Renova Energia Pref,Renova Energia SA Pref,BRRNEWACNPR5,BRL,RNEW4
brazil,Azul SA Pref,Azul SA Pref,BRAZULACNPR4,BRL,AZUL4
brazil,Kinea Private Equity,Kinea Private Equity Investimentos SA,BRKNIPCTF001,BRL,KNIP11
brazil,Tenda,Construtora Tenda SA,BRTENDACNOR4,BRL,TEND3
brazil,Tesla Motors DRC,Tesla Motors Inc DRC,BRTSLABDR008,BRL,TSLA34
brazil,Atacadao,Atacadao SA,BRCRFBACNOR2,BRL,CRFB3
brazil,Biotoscana Invest,Biotoscana Investments SA,BRGBIOBDR008,BRL,GBIO33
brazil,Omega Geracao,Omega Geracao SA,BROMGEACNOR0,BRL,OMGE3
brazil,IRB Brasil Resseguros,IRB Brasil Resseguros SA,BRIRBRACNOR4,BRL,IRBR3
brazil,GGR Covepi Renda FII,GGR Covepi Renda Fundo de Investimento Imobiliario,BRGGRCCTF002,BRL,GGRC11
