country,name,full_name,isin,currency,symbol
brazil,Rio Paranapanema Energia,Rio Paranapanema Energia SA,BRGEPAACNOR2,BRL,GEPA3
brazil,SANEPAR ON N2,Companhia de Saneamento do Parana Sanepar,BRSAPRACNOR9,BRL,SAPR3
brazil,Camil Alimentos,Camil Alimentos SA,BRCAMLACNOR3,BRL,CAML3
brazil,Vinci Shopping Centers FII,Vinci Shopping Centers Fundo de Investimento Imobiliario FII,BRVISCCTF005,BRL,VISC11
brazil,Suzano Papel Celulose,Suzano Papel e Celulose SA,BRSUZBACNOR0,BRL,SUZB3
brazil,Parana Sanepar Unit,Companhia de Saneamento do Parana Sanepar Unit,BRSAPRCDAM13,BRL,SAPR11
brazil,Petrobras Distribuidora,Petrobras Distribuidora SA,BRBRDTACNOR1,BRL,BRDT3
brazil,NEOENERGIA,NEOENERGIA SA,BRNEOEACNOR3,BRL,NEOE3
brazil,BK BRASIL OPERACAO,BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES SA,BRBKBRACNOR4,BRL,BKBR3
brazil,Fomento Economico Mexicano DRC,Fomento Economico Mexicano SAB de CV DRC,BRFMXBBDR003,BRL,FMXB34
brazil,Celgene DRC,Celgene Corp DRC,BRCLGNBDR002,BRL,CLGN34
brazil,Honeywell DRC,Honeywell International Inc DRC,BRHONBBDR006,BRL,HONB34
brazil,Alianza Trust Renda Imobiliaria,Alianza Trust Renda Imobiliaria FII,BRALZRCTF006,BRL,ALZR11
brazil,Gafisa,Gafisa SA,BRGFSAD04OR2,BRL,GFSA1
brazil,DuPont Nemours,DuPont de Nemours Inc,BRDDNBBDR008,BRL,DDNB34
brazil,UBS BDR,UBS Group AG BDR,BRUBSGBDR004,BRL,UBSG34
brazil,Textil Renauxview Pref,Textil Renauxview SA Pref,BRTXRXACNPR0,BRL,TXRX4
brazil,Ourinvest JPP FII,Ourinvest JPP Fundo de Investimento Imobiliario FII,BROUJPCTF006,BRL,OUJP11
brazil,Bradesco Carteira Ativa FII,Bradesco Carteira Imobiliária Ativa FII,BRBCIACTF005,BRL,BCIA11
brazil,Boston Properties DRC,Boston Properties Inc DRC,BRBOXPBDR008,BRL,BOXP34
brazil,GoPro BDR,GoPro Inc BDR,BRGPROBDR009,BRL,GPRO34
brazil,Companhia Melhoramentos,Companhia Melhoramentos de Sao Paulo,BRMSPAACNOR0,BRL,MSPA3
brazil,Hedge Top Fofii 3 FII,Hedge Top Fofii 3 Fundo De Investimento Imobiliario,,BRL,HFOF11
brazil,FII RBR ALPHA Fundo,FII RBR ALPHA Fundo de Fundos,BRRBRFCTF003,BRL,RBRF11
brazil,Hapvida,Hapvida Participacoes e Investimentos,BRHAPVACNOR4,BRL,HAPV3
brazil,Notre Dame,Notre Dame Intermedica Participacoes,BRGNDIACNOR2,BRL,GNDI3
brazil,Banco Inter PN,Banco Inter SA Pref,BRBIDIACNPR0,BRL,BIDI4
brazil,Jereissati Participacoes,Jereissati Participacoes SA,BRJPSAACNOR6,BRL,JPSA3
brazil,GP Invest DRC A,GP Investments Ltd DRC Class A,BRGPIVBDR003,BRL,GPIV33
brazil,IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,BRIRDMCTF004,BRL,IRDM11
brazil,CSHG TOP FOFII 2,CSHG TOP FOFII 2 FII,BRFOFTCTF007,BRL,FOFT11
brazil,FII CYRELA THERA CORPORATE,FII CYRELA THERA CORPORATE,BRTHRACTF007,BRL,THRA11
brazil,TAEE Pref,Transmissora Alianca de Energia Eletrica SA Pref,BRTAEEACNPR6,BRL,TAEE4
brazil,Banco Inter PN Termo,Banco Inter PN Termo,BRBIDITNP002,BRL,BIDI4T
brazil,XP LOG FII,XP LOG FDO INV IMOB CF,BRXPLGCTF002,BRL,XPLG11
brazil,FII RBR Rendimento High Grade,FII RBR Rendimento High Grade,BRRBRRCTF008,BRL,RBRR11
brazil,Fundo Inves,FII Shopping West Plaza,BRWPLZCTF004,BRL,WPLZ11
brazil,FII Mogno Fundo De Fundos,FII Mogno Fundo De Fundos,BRMGFFCTF008,BRL,MGFF11
brazil,FII TG Ativo Real,FII TG Ativo Real,BRTGARCTF009,BRL,TGAR11
brazil,CSHG RENDA URBANA FII,CSHG RENDA URBANA FII,BRHGRUCTF002,BRL,HGRU11
brazil,Alupar Invest,Alupar Investimento SA,BRALUPACNOR8,BRL,ALUP3
brazil,Alupar Invest Pref,Alupar Investimento SA Pref,BRALUPACNPR5,BRL,ALUP4
brazil,Log Commercial Properties,Log Commercial Properties e Participacoes SA,BRLOGGACNOR7,BRL,LOGG3
brazil,KINEA HIGH YIELD CRI FII,KINEA HIGH YIELD CRI FII,BRKNHYCTF005,BRL,KNHY11
brazil,OURINVESTY CYRELA FII,OURINVESTY CYRELA FII,BROUCYCTF003,BRL,OUCY11
brazil,FII VIA PARQUE SHOPPING,FII VIA PARQUE SHOPPING,BRFVPQCTF015,BRL,FVPQ11
brazil,Taurus Armas Right Series B,Taurus Armas Right Series B,BRTASAN01PR8,BRL,TASA13
brazil,Taurus Armas Right Series C,Taurus Armas Right Series C,BRTASAN03PR4,BRL,TASA15
brazil,Taurus Armas Right Series D,Taurus Armas Right Series D,BRTASAN02PR6,BRL,TASA17
brazil,Brazilian Graveyard and Death Care Services FII,Brazilian Graveyard and Death Care Services FII,BRCARECTF000,BRL,CARE11
brazil,TAEE 3,Transmissora Alianca de Energia Eletrica SA,BRTAEEACNOR9,BRL,TAEE3
brazil,FII XP Industrial,FII XP Industrial,BRXPINCTF004,BRL,XPIN11
brazil,FI Imobiliario Votorantim Shopping,FI Imobiliario Votorantim Shopping,BRVSHOCTF002,BRL,VSHO11
brazil,Dommo Energia,Dommo Energia SA,BRDMMON01OR4,BRL,DMMO11
brazil,Azevedo Travassos,Azevedo & Travassos SA,BRAZEVACNOR0,BRL,AZEV3
brazil,Sao Paulo Turismo,Sao Paulo Turismo SA,BRAHEBACNOR0,BRL,AHEB3
brazil,Baumer,Baumer SA,BRBALMACNOR5,BRL,BALM3
brazil,Banco BTG Pactual,Banco BTG Pactual SA,BRBPACACNOR7,BRL,BPAC3
brazil,Electro Aco Altona,Electro Aco Altona SA,BREALTACNOR4,BRL,EALT3
brazil,Encorpar,Empresa Nacional de Comercio Redito e Participacoes SA Encorpar,BRECPRACNOR5,BRL,ECPR3
brazil,Haga Industria Comercio,Haga SA Industria e Comercio,BRHAGAACNOR7,BRL,HAGA3
brazil,Itautec,Itautec SA Grupo Itautec,BRITECACNOR6,BRL,ITEC3
brazil,Eletrobras Eletropar,Eletrobras Participacoes SA Eletropar,BRLIPRACNOR7,BRL,LIPR3
brazil,Panatlantica,Panatlantica SA,BRPATIACNOR6,BRL,PATI3
brazil,Alianca Bahia,Companhia de Participacoes Alianca da Bahia,BRPEABACNOR3,BRL,PEAB3
brazil,Sul America Pref,Sul America SA Pref,BRSULAACNOR2,BRL,SULA3
brazil,Banco BTG Pactual Pref,Banco BTG Pactual SA Pref,BRBPACACNPA0,BRL,BPAC5
brazil,Alfa Administracao Pref E,Consorcio Alfa de Administracao SA Pref Series E,BRBRGEACNPE1,BRL,BRGE11
brazil,Alfa Administracao Pref F,Consorcio Alfa de Administracao SA Pref Series F,BRBRGEACNPF8,BRL,BRGE12
brazil,Alfa Administracao Pref,Consorcio Alfa de Administracao SA Pref,BRBRGEACNPB7,BRL,BRGE6
brazil,Eletricas Para CELPA Pref B,Centrais Eletricas do Para SA CELPA Pref Series B,BRCELPACNPB9,BRL,CELP6
brazil,Eletricas Para CELPA Pref  C,Centrais Eletricas do Para SA CELPA Pref Series C,BRCELPACNPC7,BRL,CELP7
brazil,Correa Ribeiro,Correa Ribeiro SA Comercio e Industria,BRCORRACNPR7,BRL,CORR4
brazil,Estadual Geracao Transmissao,Companhia Estadual de Geracao e Transmissao de Energia Eletrica CEEE GT,BREEELACNPR5,BRL,EEEL4
brazil,Energisa Mato Grosso,Energisa Mato Grosso Distribuidora de Energia SA,BRENMTACNPR2,BRL,ENMT4
brazil,Trevisa Invest,Trevisa Investimentos SA,BRLUXMACNPR4,BRL,LUXM4
brazil,Mendes Junior,Mendes Junior Engenharia SA,BRMENDACNPB0,BRL,MEND6
brazil,Mercantil Brasil Financeira,Mercantil do Brasil Financeira SA Credito Financiamento e Investimentos,BRMERCACNPR9,BRL,MERC4
brazil,Metalurgica Riosulense,Metalurgica Riosulense SA,BRRSULACNPR3,BRL,RSUL4
brazil,Sul America,Sul America SA,BRSULAACNPR9,BRL,SULA4
brazil,Minerva,Minerva SA,BRBEEFN02OR8,BRL,BEEF11
brazil,Industrias JB Duarte Right 1,Industrias JB Duarte SA Right 1,BRJBDUD16OR9,BRL,JBDU1
brazil,Industrias JB Duarte Right 2,Industrias JB Duarte SA Right 2,BRJBDUD16PR6,BRL,JBDU2
brazil,Log-in Logistica Right,Log-in Logistica Intermodal SA Right,BRLOGNN01OR7,BRL,LOGN12
brazil,Iochpe Maxion Right 12,Iochpe Maxion SA Right 12,BRMYPKN02OR9,BRL,MYPK12
brazil,PATRIA EDIFICIOS CORPORATIVOS FII,PATRIA EDIFICIOS CORPORATIVOS FII,BRPATCCTF002,BRL,PATC11
brazil,BRADESCO ON,Banco Bradesco,BRBBDCACNOR1,BRL,BBDC3
brazil,VALORA RE III FII,VALORA RE III FI IMOBILIARIO,BRVGIRCTF008,BRL,VGIR11
brazil,VINCI LOGISTICA FII,VINCI LOGISTICA FII,BRVILGCTF001,BRL,VILG11
brazil,Grupo SBF,Grupo SBF,BRCNTOACNOR5,BRL,CNTO3
brazil,FII BTG PACTUAL CREDITO IMOBILIARIO,FII BTG PACTUAL CREDITO IMOBILIARIO,BRBTCRCTF006,BRL,BTCR11
brazil,Grupo Vamos,Grupo Vamos SA,BRVAMOACNOR7,BRL,VAMO3
brazil,Cambuci Pref,Cambuci SA Pref,BRCAMBR03PR2,BRL,CAMB10
brazil,Banco Indusval,Banco Indusval SA,BRIDVLR05OR1,BRL,IDVL9
brazil,Mercadolibre BDR,Mercadolibre Inc BDR,BRMELIBDR006,BRL,MELI34
brazil,Monteiro Aranha,Monteiro Aranha SA,BRMOARACNOR5,BRL,MOAR3
brazil,FII Rio Bravo Rendo Varejo,FII Rio Bravo Rendo Varejo,BRRBVACTF006,BRL,RBVA11
brazil,MRS Logistica,MRS Logistica SA,BRMRSAACNOR6,BRL,MRSA3B
brazil,FI Imobiliario Votorantim Logistica,FI Imobiliario Votorantim Logistica,BRVTLTCTF001,BRL,VTLT11
brazil,FII Green Towers,FII Green Towers,BRGTWRCTF003,BRL,GTWR11
brazil,Banco Inter Unit,Banco Inter Unit,BRBIDICDAXX3,BRL,BIDI11
brazil,Banco Inter ON,Banco Inter ON,BRBIDIACNOR3,BRL,BIDI3
brazil,MAC Fundo de Investimento Imobiliario,MAC Fundo de Investimento Imobiliario,BRDMACCTF003,BRL,DMAC11
brazil,Hedge Top FOFII,Hedge Top FOFII  FI Imobiliario,BRTFOFCTF007,BRL,TFOF11
brazil,Hectare Ce Fdo Inv Imob,Hectare Ce Fdo Inv Imob Reit,,BRL,HCTR11
brazil,Aes Tiete Energia Pref Rights,Aes Tiete Energia Pref Rights,BRTIETD02PR0,BRL,TIET2
brazil,HSI Malls FII,HSI Malls Fundo de Investimento Imobiliario,BRHSMLCTF007,BRL,HSML11
brazil,XP HOTEIS FDO INV IMOB,XP HOTEIS FDO INV IMOB FII,BRXPHTCTF003,BRL,XPHT11
brazil,XP HOTEIS FII,XP HOTEIS FII,BRXPHTCTF011,BRL,XPHT12
brazil,FII HABIT II,HABITAT II - FUNDO DE INVESTIMENTO IMOBILIARIO,BRHABTCTF001,BRL,HABT11
brazil,FII UBS (BR) OFFICE,FII UBS (BR) OFFICE,BRRECTCTF000,BRL,RECT11
brazil,Áquilla,Áquilla,BRAQLLCTF008,BRL,AQLL11
brazil,Áquilla Renda,Áquilla Renda,BRARFICTF004,BRL,ARFI11B
brazil,HAZ,HAZ,BRATCRCTF008,BRL,ATCR11
brazil,Barigui Rendimento Imobiliários I,Barigui Rendimento Imobiliários I,BRBARICTF003,BRL,BARI11
brazil,BB Recebiveis Imobiliários,BB Recebiveis Imobiliários,BRBBIMCTF002,BRL,BBIM11
brazil,Brasilio Machado,Brasilio Machado,BRBMIICTF007,BRL,BMII11
brazil,FII BRLPROP,FII BRLPROP,BRBPRPCTF006,BRL,BPRP11
brazil,BR Hotéis,BR Hotéis,BRBRHTCTF005,BRL,BRHT11B
brazil,Brasil Varejo,Brasil Varejo,BRBVARCTF006,BRL,BVAR11
brazil,Diamante,Diamante,BRDAMTCTF007,BRL,DAMT11B
brazil,DOVEL,DOVEL,BRDOVLCTF006,BRL,DOVL11B
brazil,Eldorado,Eldorado,BRELDOCTF002,BRL,ELDO11B
brazil,Europa 105,Europa 105,BRERPACTF002,BRL,ERPA11
brazil,Infra Real State,Infra Real State,BRFINFCTF002,BRL,FINF11
brazil,SC 401,SC 401,BRFISCCTF008,BRL,FISC11
brazil,São Domingos,São Domingos,BRFISDCTF006,BRL,FISD11
brazil,Pedra Negra Renda Imobiliária,Pedra Negra Renda Imobiliária,BRFPNGCTF005,BRL,FPNG11
brazil,Opportunity,Opportunity,BRFTCECTF005,BRL,FTCE11B
brazil,General Severiano,General Severiano,BRGESECTF001,BRL,GESE11B
brazil,General Severiano,Habitat I,BRGESECTF001,BRL,HBTT11
brazil,CSHG Imobiliário FOF,CSHG Imobiliário FOF,BRHGFFCTF008,BRL,HGFF11
brazil,Hospital Unimed Sul Capixaba,Hospital Unimed Sul Capixaba,BRHUSCCTF009,BRL,HUSC11
brazil,JPP Capital,JPP Capital,BRJPPCCTF001,BRL,JPPC11
brazil,Even Permuta Kinea,Even Permuta Kinea,BRKINPCTF001,BRL,KINP11
brazil,Lateres,Lateres,BRLATRCTF009,BRL,LATR11B
brazil,NCH Brasil Recebíveis Imobiliários,NCH Brasil Recebíveis Imobiliários,BRNCHBCTF000,BRL,NCHB11
brazil,Nestpar,Nestpar,BRNPARCTF003,BRL,NPAR11
brazil,Novo Horizonte,Novo Horizonte,BRNVHOCTF003,BRL,NVHO11
brazil,Nova I,Nova I,BRNVIFCTF009,BRL,NVIF11B
brazil,Ouro Preto Desenvolvimento Imobiliário I,Ouro Preto Desenvolvimento Imobiliário I,BRORPDCTF005,BRL,ORPD11
brazil,Ourinvest Logistica,Ourinvest Logistica,BROULGCTF001,BRL,OULG11B
brazil,Prologis Brazil Logistics Venture,Prologis Brazil Logistics Venture,BRPBLVCTF007,BRL,PBLV11
brazil,Personale I,Personale I,BRPRSNCTF005,BRL,PRSN11B
brazil,Multi Properties,Multi Properties,BRPRTSCTF002,BRL,PRTS11
brazil,RB Capital Office Income,RB Capital Office Income,BRRBCOCTF007,BRL,RBCO11
brazil,Rio Bravo IFIX,Rio Bravo IFIX,BRRBFFCTF008,BRL,RBFF11
brazil,RBR Properties,RBR Properties,BRRBRPCTF002,BRL,RBRP11
brazil,RBR Private Crédito Imobiliário,RBR Private Crédito Imobiliário,BRRBRYCTF004,BRL,RBRY11
brazil,Grupo RCFA,Grupo RCFA,BRRCFACTF007,BRL,RCFA11
brazil,RB Capital Rendimentos,RB Capital Rendimentos,BRRCRICTF005,BRL,RCRI11B
brazil,BB Renda de Papeis Imobiliários II,BB Renda de Papeis Imobiliários II,BRRDPDCTF008,BRL,RDPD11
brazil,Socopa Fundo de Investimento Imobiliário,Socopa Fundo de Investimento Imobiliário,BRREITCTF007,BRL,REIT11
brazil,Santander Papeis Imobiliários CDI,Santander Papeis Imobiliários CDI,BRSADICTF007,BRL,SADI11
brazil,Sia Corporate,Sia Corporate,BRSAICCTF009,BRL,SAIC11B
brazil,São Fernando,São Fernando,BRSFNDCTF006,BRL,SFND11
brazil,Shopping Parque Dom Pedro,Shopping Parque Dom Pedro,BRSHDPCTF007,BRL,SHDP11B
brazil,Multi Shoppings,Multi Shoppings,BRSHOPCTF004,BRL,SHOP11
brazil,SPA Fundo de Investimento Imobiliário,SPA Fundo de Investimento Imobiliário,BRSPAFCTF007,BRL,SPAF11
brazil,STARX FII,STARX FII,BRSTRXCTF006,BRL,STRX11
brazil,BTG Pactual Crédito Imobiliário,BTG Pactual Crédito Imobiliário,BRFIGSCTF009,BRL,TCR11
brazil,Tourmalet I,Tourmalet I,BRTORMCTF008,BRL,TORM13
brazil,Tourmalet II,Tourmalet II,BRTOURCTF001,BRL,TOUR11
brazil,Transinc,Transinc,BRTSNCCTF009,BRL,TSNC11
brazil,Vereda,Vereda,BRVERECTF002,BRL,VERE11
brazil,Vector Queluz Lajes Corporativas,Vector Queluz Lajes Corporativas,BRVLJSCTF012,BRL,VLJS11
brazil,Polo Shopping Indaiatuba,Polo Shopping Indaiatuba,BRVPSICTF007,BRL,VPSI11
brazil,Ourinvest RE I,Ourinvest RE I,BRWTSPCTF002,BRL,WTSP11B
brazil,Yaguara Capital High Yield,Yaguara Capital High Yield,BRYCHYCTF009,BRL,YCHY11
brazil,Vivara,Vivara Participacoes SA,BRVIVAACNOR0,BRL,VIVA3
brazil,C A Modas SA,C A Modas SA,BRCEABACNOR1,BRL,CEAB3
brazil,Banco BMG Unit,Banco BMG Unit,BRBMGBCDAM17,BRL,BMGB11
brazil,Banco BMG ON,Banco BMG ON,BRBMGBACNPR0,BRL,BMGB4
brazil,SDI Properties,SDI Properties USA Inc,BRSDIPCTF005,BRL,SDIP11
brazil,Rb Cap,Rb Capital Off Income Fundo de Inv,BRRBCOCTF007,BRL,RBCO11
brazil,Integral Brei Reit,Fdo Inv Imob Fof Integral Brei Reit,BRIBFFCTF007,BRL,IBFF11
brazil,Vbi Cri,Fi Imobiliario Vbi Cri,BRCVBICTF001,BRL,CVBI11
brazil,Hedge Realty,Hedge Realty Devl Fdo Inv Imob Etf,BRHRDFCTF000,BRL,HRDF11
brazil,Rb Cap,Rb Cap Desenvolvimento Res Iii Fii,BRRSPDCTF006,BRL,RSPD11
brazil,Treecorp,Treecorp Real Estate Fii I Etf,BRTCPFCTF001,BRL,TCPF11
